velocity,entropy,is_malicious
5,4.559314786432764,5
6,7.763601684122907,6
13,7.140439121309163,13
2,5.5552240658356125,2
4,6.486746422452033,4
12,7.902578278427417,12
12,7.924897158374746,12
5,4.126279568909085,5
10,7.957590436088465,10
5,4.661458627210526,5
1,4.111022904146478,1
4,5.416200835329998,4
2,5.043427623706579,2
14,6.632148496297848,14
6,6.7998962985203075,6
4,4.240344539154026,4
3,4.712629974771633,3
2,4.730446889728897,2
3,4.749004026577558,3
4,6.170260341065755,4
3,6.854210026619971,3
5,4.076926197419307,5
1,5.025616498116058,1
4,4.809248834550969,4
7,6.874843127613619,7
11,7.665572647070993,11
2,5.5217044260651775,2
4,5.5565141713782165,4
3,6.781533458438358,3
1,5.770692000607261,1
7,7.2715181505281254,7
11,7.740967914087677,11
1,6.2830719728289965,1
4,7.268452364754704,4
2,4.2817021473682555,2
8,6.731585539685329,8
1,4.439121976486748,1
1,6.124516265935845,1
6,6.771494450677083,6
1,4.130237598564458,1
11,7.530716114413439,11
2,6.632382587891141,2
11,6.513117661967934,11
2,4.445988183259339,2
5,6.002780156690754,5
12,7.244564247154158,12
7,7.032874689533448,7
5,6.59851579731305,5
6,7.779361205365179,6
4,4.097578538473756,4
13,7.248338547064499,13
10,6.801139658896442,10
1,4.524515881781237,1
5,6.635546683904044,5
14,7.742220968686883,14
8,7.943507837549025,8
12,7.834625562248419,12
4,6.120331650656338,4
1,5.8776741293110275,1
12,7.086899449345146,12
10,6.576469708053782,10
6,7.456758937624137,6
14,7.134837613476614,14
4,5.067018149394848,4
5,7.514456947168415,5
2,5.341607621514507,2
4,6.871482047228205,4
14,7.817806085484607,14
5,7.513998778614237,5
4,4.555398786515859,4
14,7.596538003105066,14
4,6.511605554342437,4
1,4.307529183972038,1
11,7.720619991273572,11
5,5.051880793627542,5
4,7.948217693215929,4
9,7.888188542522164,9
6,7.311660361230473,6
11,6.9087309455749315,11
11,7.641261767460793,11
2,4.30426248534765,2
11,7.860905916490954,11
7,6.745309674133831,7
4,6.87287585351614,4
5,6.286855404329847,5
7,6.839805277915874,7
4,5.0408596056886825,4
2,5.902017109298834,2
13,7.946415703827426,13
12,7.510273487410636,12
6,7.240593695651098,6
2,6.9764740444699385,2
13,7.081241500041696,13
5,7.578714934559522,5
1,6.148452022669581,1
3,6.017806354675379,3
5,6.762525647852117,5
5,6.490659593700975,5
8,6.74763552992157,8
14,7.841008849512266,14
4,7.318989360829662,4
1,4.262928240291515,1
5,5.6199561391475665,5
2,4.63931411207525,2
2,6.4010695234670845,2
5,5.2484619945392845,5
14,7.765361548950983,14
11,6.7652948184941355,11
4,6.601882602879407,4
5,7.691533671373581,5
2,5.617483830025764,2
3,6.810873469093188,3
8,7.147738765659342,8
5,6.147916686542192,5
6,6.534920547675383,6
5,5.624902643982601,5
3,6.1422607963972835,3
2,6.056695861686914,2
3,5.942424142463809,3
4,6.3995657678419455,4
6,7.1955826368737466,6
10,6.937029931190956,10
9,7.742906377863352,9
9,6.625953159457282,9
4,7.528068619162718,4
4,5.5935085840030965,4
6,7.8937041402538854,6
3,4.729516572998362,3
13,7.973534042058348,13
2,6.962948691208173,2
5,7.801194943449847,5
9,7.424813667418359,9
5,4.52916095951867,5
13,6.739273725630704,13
3,4.375557376607651,3
2,5.47478364022431,2
14,7.30585549947372,14
4,6.339552966680049,4
4,6.711456422782329,4
7,6.6021879413456075,7
4,6.477450251694288,4
1,4.360627166111826,1
7,6.6949382422970585,7
5,7.724709353412368,5
3,5.586811402081636,3
5,4.202051804406315,5
2,4.534107900609254,2
11,6.667689186996647,11
12,6.546980772752023,12
1,5.882516389655111,1
14,6.751423888955088,14
11,6.677906699098453,11
9,6.702169337403736,9
1,4.701136245731299,1
8,6.90656164627088,8
12,7.818466191775057,12
9,7.972332555069608,9
14,7.139872415076955,14
11,7.584394594873615,11
12,6.599538752671704,12
6,6.5223638126374235,6
1,5.005591724937703,1
4,7.262101357871624,4
2,4.544315043086881,2
10,7.524268997596066,10
12,6.866063667412243,12
14,6.546100657334219,14
14,7.53031109480413,14
1,5.5467880857377505,1
3,5.181593216962476,3
3,6.089952471630677,3
4,6.613755871408722,4
1,4.773048665533641,1
13,6.884173144927073,13
3,6.0849456583796275,3
11,7.916063726916744,11
7,7.694308926508311,7
5,5.694523399787849,5
11,7.088466320258249,11
12,7.665332799593453,12
5,4.390258720391896,5
5,6.457566578280371,5
4,6.7445377032043,4
6,7.917742499164021,6
11,6.8745902779858215,11
4,5.422642649972391,4
1,6.116725517547065,1
9,6.580858941601439,9
5,7.1205220585257125,5
4,6.590000948715476,4
9,7.403609197422829,9
13,6.5627850013461995,13
3,5.702622544784674,3
10,7.480402337317581,10
4,5.284598844776845,4
2,5.6427771284612085,2
4,4.274746219979902,4
4,7.54408202881956,4
1,5.605930394357775,1
5,4.220490241990038,5
5,6.467441690903083,5
4,4.615418921446022,4
2,5.44456705453765,2
2,5.759825389526423,2
1,6.855435356269717,1
14,7.363983715160885,14
4,5.915577842992256,4
8,7.501695522308946,8
9,7.880411552036487,9
2,6.126234093228929,2
4,4.217340663383677,4
6,6.5324317265870135,6
5,4.411329117186997,5
5,7.4479045424202495,5
2,6.810489217974274,2
2,5.361368624150918,2
4,5.2262025132942895,4
4,4.708151390039392,4
13,7.419512824593423,13
11,6.948337740347835,11
10,7.952164943162892,10
4,6.8498835518506755,4
13,7.283896391439518,13
1,5.770884827544423,1
2,5.783429005558519,2
6,7.346184055052748,6
12,7.920596948015914,12
5,6.601318904613696,5
4,5.428151206597299,4
9,7.65730076619378,9
1,5.95060327719446,1
14,7.025288498097975,14
4,5.3359157650079965,4
5,5.643878466921079,5
5,5.547038283089494,5
2,6.1527932969745285,2
13,6.500017219437942,13
5,5.465929571213997,5
13,7.90714360744238,13
6,6.58374677109714,6
2,4.525908827072979,2
5,5.633467293882548,5
4,4.689863817673259,4
14,6.502181256687741,14
5,6.157605334816791,5
3,5.242389257586781,3
9,7.236358981176231,9
10,7.431745391399771,10
4,4.468457792098571,4
1,4.0348616197243015,1
7,6.77475712325384,7
7,7.8255986708757925,7
5,5.496664460354069,5
2,4.575601974156228,2
5,7.819970774319888,5
12,7.24463605937628,12
4,6.2120712321633995,4
7,7.736510734098448,7
12,6.783557559687543,12
1,4.614952886247463,1
3,5.845658314693033,3
10,7.721615182903443,10
13,7.828920396697345,13
4,6.580411411537898,4
12,6.924048932412142,12
9,7.844178163276478,9
5,6.085105686575659,5
8,6.939990369654854,8
1,6.04068333762506,1
4,4.475815315879221,4
3,6.9630040239899404,3
7,6.9483152786731255,7
8,7.2634756160142455,8
2,5.61092326868024,2
11,7.607566663425295,11
5,4.3209419164808756,5
9,7.91721990232405,9
7,6.5217462152093315,7
5,4.118030622005529,5
1,6.6662442396069315,1
9,7.54581220742049,9
7,7.556798030599628,7
11,7.885695319774012,11
12,7.715654777093028,12
1,5.976771825730454,1
4,6.405184249209375,4
13,6.920725657532725,13
6,7.468426168129225,6
14,7.116426559217741,14
13,7.354141427336715,13
6,7.383340777793884,6
8,6.576716982697199,8
10,7.921000694520062,10
2,6.2123013061644565,2
9,7.443778605405985,9
7,7.908206251061646,7
7,7.61628742432948,7
8,6.936036706592366,8
12,6.817321594829884,12
6,6.918059191027606,6
14,7.0995519879007984,14
6,6.867607740939947,6
8,7.872123730710473,8
4,6.399748256119568,4
3,6.746464892764125,3
5,6.700069370194034,5
1,4.9737574897008106,1
5,4.87498773612791,5
8,6.7311857216562005,8
4,4.5261138358703485,4
1,4.410656890206422,1
10,7.748601502796699,10
6,6.929267387304407,6
8,7.862734580525769,8
5,6.909463135235634,5
6,7.834871491188743,6
3,6.963167169208095,3
14,7.716826232488307,14
3,6.274715427112274,3
12,7.776707897300785,12
4,7.753650023936172,4
5,5.082921690820081,5
9,6.955537830887503,9
5,6.585356863040552,5
2,6.838346386400898,2
6,7.952054503644545,6
11,7.952143198408196,11
4,4.681808881789454,4
6,6.912564611173538,6
9,6.59206077472376,9
5,5.03764917085887,5
11,6.585976089078918,11
5,6.127181558352749,5
6,6.605131635785123,6
8,7.050151618275468,8
14,7.03089897761718,14
1,5.620035743813531,1
4,4.450145994081953,4
3,5.666090652812894,3
7,7.68985859117773,7
5,5.575490151001181,5
13,7.3931697821442,13
1,6.166800795566978,1
6,7.214898752387158,6
8,7.393383056827876,8
1,5.581124391734955,1
2,6.301564866793381,2
11,7.524691205242366,11
4,5.202289182625978,4
10,7.748122728326067,10
1,4.331422339394184,1
4,6.419683443584349,4
11,7.9092882428324405,11
1,5.7922393065109254,1
2,5.306749944438799,2
4,5.57920798280834,4
1,6.0764840250823955,1
2,6.065207189283209,2
6,7.474639963191682,6
5,6.806472197632066,5
4,6.514768589454505,4
2,5.965725941917065,2
2,4.3169940527852315,2
9,7.044323261879106,9
5,6.209332706874168,5
5,7.356633996677672,5
1,5.265162780620367,1
5,7.08083811561963,5
10,7.090572270110804,10
2,5.7738263072347875,2
8,7.0492471488765895,8
4,6.620269714244982,4
5,5.3878688702179485,5
5,6.906633565857074,5
3,6.43895721614828,3
7,6.727462743409423,7
1,5.0871816973499,1
13,6.738816945561968,13
11,6.528604893758049,11
11,7.407671693633321,11
3,5.023743482878469,3
4,7.716309800946332,4
14,7.667620058228491,14
4,6.959987779801439,4
8,7.806713928447709,8
9,7.556649896109754,9
12,7.546487986354713,12
14,6.6139180706836935,14
1,6.621670232687546,1
2,4.587333957050638,2
1,4.712632392622982,1
4,5.7772233539785525,4
10,6.9760715846961325,10
4,7.012855768570023,4
10,7.925978876513631,10
10,6.737484669121415,10
4,6.4523491254735745,4
9,6.811973790294043,9
4,5.917359813446501,4
9,7.204976885285626,9
2,5.276480003344226,2
10,7.690532808322661,10
3,4.26096027973423,3
2,6.640237262684375,2
5,5.823210384636577,5
4,6.8787299329631,4
10,7.815215438792791,10
3,6.931522552663952,3
2,5.19450608077283,2
3,6.920466907532191,3
2,4.290029348940159,2
13,7.051349245164135,13
5,4.0899207696180335,5
1,6.417010458850159,1
3,5.025452055093628,3
5,5.948939946977106,5
5,4.457248039991252,5
2,5.976123326502629,2
6,7.775302537605271,6
11,7.015181477889066,11
1,6.977450506475126,1
3,6.034048457677191,3
2,4.543448048604041,2
5,6.21534762775398,5
4,5.243872371181071,4
8,7.2216891583074725,8
6,6.76529830562353,6
7,7.555546187258274,7
1,4.312325745953721,1
2,6.392677301911565,2
5,4.03636232393168,5
14,6.918094177639821,14
12,7.046535539919001,12
7,6.897429958980059,7
10,6.604328079551854,10
5,6.743235837774879,5
2,5.975355503975276,2
3,6.191951530717738,3
4,7.180304008195939,4
2,6.326582850085032,2
10,6.824939806380107,10
7,7.6228986753226025,7
9,7.0739826130770584,9
2,5.468274890929422,2
5,6.909736138321811,5
6,6.9962129941158775,6
5,6.17577298124541,5
3,6.265811261490423,3
8,7.3318677357158055,8
5,4.605560356368845,5
14,7.066542171365854,14
13,7.486934139132375,13
3,5.4417597319799444,3
4,4.2569747487892915,4
1,4.39262098215505,1
3,5.167886842125929,3
14,6.828672288626114,14
5,6.683656680682274,5
8,6.631134976675125,8
12,7.165037618218671,12
4,7.216434063171098,4
3,4.4225710611394,3
9,7.024548924213722,9
4,5.462293594748541,4
8,7.256471126071101,8
10,6.803892749286064,10
3,6.834196066874231,3
7,7.4244287912095075,7
11,7.921727923759536,11
14,7.751963730723044,14
1,5.102603266874594,1
12,6.607028383381749,12
2,6.685353222119609,2
4,4.957301419729767,4
4,7.173654547765811,4
2,5.831001349932755,2
3,4.861114399524738,3
2,4.339714137522265,2
1,4.6456056160517125,1
5,6.984723467939306,5
13,7.796306963605245,13
3,6.127138785167298,3
9,6.597694569327557,9
4,7.438858259530098,4
3,5.139077224501801,3
12,6.968079821599374,12
14,7.656356346506012,14
5,4.365658280010843,5
9,7.631372277551747,9
7,7.950945736594434,7
5,4.723604372798625,5
12,7.689235736004653,12
4,7.820986176679982,4
11,7.154967361925824,11
12,6.611863748504019,12
5,6.467842955541036,5
4,6.983578962204461,4
4,7.59946461062855,4
10,7.5377313951535845,10
9,6.741292298658755,9
2,4.796800127766118,2
4,6.657933244708561,4
2,5.322288240814684,2
12,7.634442273308226,12
5,6.967128468769758,5
14,7.384549058400001,14
6,7.592117742163958,6
12,6.5743344969666815,12
1,5.2207238821686115,1
2,5.673350252110074,2
12,6.895755001229161,12
4,5.871577974029719,4
1,4.71454834314018,1
9,7.459510651029102,9
2,5.77881980452511,2
8,6.866388460014232,8
11,7.548973169739149,11
5,6.370091308921184,5
5,6.6010944883673455,5
9,7.673040772106807,9
10,6.698065977239546,10
11,7.359806562234506,11
14,7.433764249539162,14
6,6.655981962799552,6
1,5.172717987716544,1
5,6.843928798122951,5
4,4.662308838366281,4
12,7.471813989087657,12
11,6.834665490249515,11
5,4.450507002451125,5
10,6.86993628066848,10
7,7.432765884795114,7
5,7.901165918806626,5
13,7.399473140934029,13
1,5.318535065898731,1
14,7.595904675291209,14
13,6.553307851071311,13
6,7.235109225770561,6
3,6.196674659228684,3
4,6.838735684475578,4
1,6.9522504075978855,1
4,6.7963548474508375,4
5,6.830847760502797,5
6,7.5391762223491074,6
4,4.970830657448624,4
3,6.852590686751231,3
8,7.558348238699876,8
12,6.745307301908527,12
4,6.954523596887004,4
3,6.586382851796352,3
13,7.481309843869066,13
12,6.637085714916023,12
3,5.272392013907158,3
10,6.598365722148883,10
8,7.5167885144248,8
1,5.118065551036942,1
5,6.502003366058893,5
7,7.557347762825438,7
3,5.315846257568771,3
3,4.3937346330471625,3
5,4.509273715262622,5
5,5.188518074827766,5
4,5.991013496087945,4
4,4.228392578470901,4
14,7.475387206995705,14
4,4.764011866138153,4
2,5.57317080798274,2
4,5.954261165055593,4
11,6.799336187176312,11
4,7.895231992259287,4
8,6.557628264697745,8
4,5.356597084850305,4
13,7.503163536458866,13
5,6.451893309887481,5
3,4.673814468819946,3
6,7.297859938049293,6
3,6.482613686700622,3
5,6.049776290978787,5
10,7.709121382762318,10
11,7.028191243253243,11
13,6.775481128674955,13
4,4.456074559385945,4
4,7.976774866409328,4
9,7.006019811596126,9
14,7.6260599697775575,14
11,7.435939160006013,11
3,4.816435411689888,3
4,5.054868061718903,4
9,6.949834918137441,9
14,7.534444266161331,14
2,6.0295401573317395,2
2,4.329208596032511,2
4,6.621031342559016,4
4,6.951932943879484,4
5,4.0148199428032285,5
5,4.093549405183854,5
8,6.612834042600875,8
9,6.907426555908753,9
2,5.3377081191302445,2
14,7.15459483206768,14
5,6.9437047807965495,5
8,7.590072137935493,8
3,5.868899750690448,3
1,4.6932243897642145,1
7,6.573968962416324,7
9,7.293183916701135,9
1,6.408560345794035,1
2,4.4531736753427005,2
5,4.773663056299607,5
10,6.925366202769058,10
5,7.8923610903446,5
2,5.878660964894246,2
12,6.992035112580094,12
3,4.50112572370285,3
2,5.191550588855364,2
3,6.08408941256328,3
4,6.346084263011157,4
10,7.606217721763107,10
1,4.294247742352733,1
2,4.7794107431924795,2
3,5.607483053419244,3
5,4.087741849103677,5
4,6.312736611237465,4
5,5.490890448717491,5
3,4.426748106061589,3
13,7.434500003403198,13
10,6.805253128477506,10
2,6.393440946575904,2
4,7.201238546028961,4
2,6.993802331600012,2
4,4.8617169749622455,4
1,4.891365146869525,1
1,5.678946050460742,1
13,7.074485245067954,13
1,5.271214760946289,1
12,7.305495869848273,12
2,5.872446723547402,2
4,6.601162736458739,4
5,7.105929866289188,5
3,5.556753115848513,3
10,7.0236079549299255,10
5,6.802926561404781,5
13,7.6262917267731805,13
13,7.194278672350417,13
11,7.050174156461369,11
3,5.80155058130096,3
6,7.14170253309627,6
5,7.177395415635755,5
3,6.832799467340301,3
4,6.212503744329245,4
9,6.794508365659967,9
1,5.661406722137128,1
4,6.092414385007851,4
6,7.126536013346732,6
4,7.944500458453237,4
5,6.625156759583912,5
6,7.586977019471876,6
5,5.5593218456680535,5
3,5.976656410697972,3
5,6.890811737346704,5
4,7.767675091146932,4
9,7.355881631142134,9
8,7.563311842037375,8
4,7.460997040373785,4
3,4.383140450905705,3
10,7.823259567749211,10
5,5.4196297200746715,5
12,7.609967141709065,12
1,6.817203095538689,1
8,7.421068031633524,8
4,6.389611872928529,4
1,6.624105018052598,1
4,5.165674303811038,4
11,6.891659839849529,11
14,7.537686599737861,14
11,7.796952761050622,11
1,5.703835691657888,1
1,5.253300346502002,1
12,7.471998973942345,12
4,5.359866504244083,4
14,6.9631029434361995,14
7,7.116517426153792,7
12,7.7986556690486335,12
2,6.040684727293874,2
3,4.077435720848461,3
4,4.979383924731976,4
7,7.8114182842635485,7
11,6.754106983404066,11
3,5.037804977640889,3
6,6.592538917699412,6
4,5.911604430424841,4
4,7.940606276363936,4
7,7.922161817454661,7
9,7.829869694918763,9
5,7.690652070799097,5
2,5.528266384449369,2
6,7.578891971250608,6
6,6.962911424031324,6
5,4.8208799988449975,5
8,7.317701431763676,8
10,7.018770390743519,10
12,7.125491211580142,12
4,5.895440581050005,4
13,6.896037161557398,13
4,4.091957506617418,4
12,7.205812157572596,12
9,7.459985656017848,9
1,5.3642195669015775,1
3,5.804835460438993,3
1,4.501101838276226,1
2,5.060264137908154,2
5,7.267677471683281,5
5,6.812623110579938,5
1,6.18456626861081,1
4,7.129337714447788,4
1,4.64482113577227,1
7,6.837788337970675,7
1,4.465720737792138,1
4,6.8974664834596595,4
8,7.396344076198649,8
1,4.770329703161524,1
1,4.313703521003201,1
11,7.441833936669394,11
3,6.020297299974752,3
3,6.684449968181583,3
12,6.559719223752356,12
3,4.769688351104091,3
1,5.018350577628418,1
5,6.612260351011777,5
4,6.008460865594571,4
7,6.711418425205241,7
10,6.52508254403658,10
3,4.946220687244038,3
9,6.954029367292769,9
1,6.0636571669024395,1
7,6.818070702813866,7
10,6.791047305730379,10
2,5.652572111827418,2
1,4.8660812103121,1
11,7.05569401413042,11
13,7.250242248183516,13
8,7.623327818132458,8
5,5.3569548535549005,5
13,7.229439584982221,13
5,4.918760862359835,5
14,6.900793365494719,14
3,5.740258623513434,3
7,7.889821349586432,7
7,7.7698744410907,7
3,4.945871013491831,3
3,6.372169494516891,3
5,4.54293085812847,5
8,6.578955035543569,8
7,7.645507239666089,7
4,4.155913850954417,4
9,6.961558509716987,9
5,6.040422315280901,5
4,6.83217801905984,4
6,7.4533408477843555,6
4,4.076159066981035,4
4,7.292619646021915,4
3,4.298324178278035,3
5,7.6884430664976,5
4,6.991373500473133,4
3,5.450636940159774,3
6,7.495241537077043,6
7,7.770971133437219,7
2,6.533071248218848,2
6,6.981436798354086,6
5,6.6048175162251415,5
5,4.7792613512809785,5
1,5.925914501329798,1
14,7.070684436919733,14
5,6.970028456986453,5
2,4.931085876770721,2
1,4.598627352787435,1
12,7.569651873313431,12
1,5.536665762438023,1
3,6.989001748170226,3
2,6.088061854161377,2
7,7.243894239092594,7
3,5.70193665888671,3
4,5.95097705904081,4
7,7.798478670636602,7
3,6.085433662142782,3
12,6.9389086700647775,12
3,4.663628325458807,3
3,4.093402248653534,3
1,5.6971958919873735,1
9,6.614921015313976,9
3,6.603754883560066,3
5,6.517992021786532,5
3,5.728865080500439,3
3,4.173528029690189,3
9,7.92683605640536,9
5,5.119927948839258,5
2,5.0521354463551305,2
9,6.729146346644625,9
8,7.616312160553594,8
6,7.327407741720972,6
13,6.606228193215239,13
3,5.228234956573721,3
9,6.996703472319368,9
3,5.292662570985418,3
5,6.870692490212899,5
12,6.779040096508892,12
7,7.495600431429169,7
5,6.4866500976478285,5
1,6.982418083663503,1
1,5.990612116050132,1
13,6.768788672279772,13
4,6.959890368876541,4
5,4.830483391705155,5
1,4.392131130220599,1
2,6.51434586894433,2
7,7.607608837520822,7
14,6.576944240927007,14
4,7.141538904478339,4
10,6.6858143178487275,10
3,4.1733416829891,3
1,4.3885447638484125,1
5,7.033146199824634,5
1,5.855834134645553,1
4,6.304820241593554,4
5,5.439626860911726,5
5,6.84776063939401,5
3,5.103278052631869,3
2,6.926830602579745,2
12,6.607894716344497,12
10,7.4597871337756585,10
12,6.512378249177749,12
1,6.5336481956052115,1
4,6.758175919643252,4
2,6.563155280108737,2
7,6.777829160424533,7
12,7.493313060601939,12
4,4.482279688144924,4
5,6.043353561894948,5
7,6.557616345721988,7
5,4.5838675354622955,5
1,4.405498867464468,1
1,6.534349684350663,1
3,4.8889243613679705,3
1,5.297004403127806,1
9,6.865299326418816,9
2,4.970114686346562,2
4,4.244889946091769,4
2,6.049886129819516,2
1,5.953698931124476,1
4,5.955000476127655,4
1,4.287143666560485,1
4,6.682297611037403,4
8,7.908106366851438,8
7,7.675883005846308,7
10,6.747090571345854,10
9,6.58314059447421,9
12,7.858993848279647,12
4,4.692009435153276,4
4,4.124718577151176,4
11,7.39029974136374,11
3,6.076829693553558,3
5,7.353519550309479,5
8,7.611390901577711,8
4,6.990622755537842,4
9,7.2051267397888115,9
10,7.47195963738798,10
12,7.579430295250235,12
12,7.970017422825987,12
5,5.384432393874203,5
1,4.196069022396827,1
6,7.266651938278845,6
4,6.547586954695958,4
1,5.140586856357571,1
8,7.814414919622373,8
3,4.806032078154838,3
2,6.30791468092402,2
4,5.612186808813769,4
4,6.825764762339035,4
8,6.858192678371698,8
4,5.437545632889193,4
13,6.525977497782611,13
5,7.910166225163709,5
4,4.73920609971732,4
7,7.140494981806909,7
1,4.657641962074133,1
11,6.6411909304235515,11
4,4.631986567017,4
10,6.555605213790383,10
1,6.6598126457214,1
4,4.923789824773573,4
9,7.62081910655897,9
5,4.854618705885769,5
4,5.623889005903211,4
2,5.994735173461654,2
1,6.86695449468926,1
3,5.840234167632123,3
5,7.264713610134876,5
6,6.599120945797402,6
10,7.528001232334862,10
3,5.486473948618595,3
5,6.927997420518006,5
5,6.580367191567614,5
7,7.543209094864205,7
3,5.801783000081851,3
4,5.741765050834131,4
4,5.562873931816126,4
8,7.929750307590442,8
5,4.8244181066444085,5
3,4.335758858193183,3
4,4.108481141574286,4
4,5.522403201282509,4
9,7.216304264906026,9
1,5.423892627249442,1
10,7.741716045022656,10
12,6.522784439703137,12
5,6.423537825823775,5
3,4.671452844467869,3
6,7.917023068176382,6
13,6.9455481951947835,13
5,5.74651138052882,5
14,7.247097485490702,14
6,7.369627089241915,6
8,6.990715754619447,8
4,7.187073009214053,4
5,6.290817382479283,5
5,4.314790535254525,5
11,7.36273056407031,11
11,7.598534717054649,11
14,6.882893230390053,14
9,6.78983296451872,9
1,6.214100849279111,1
2,5.3493539464639674,2
3,5.457615277558977,3
1,5.105579031171283,1
3,5.870757064008279,3
10,7.907374319863772,10
3,5.625702842135075,3
8,7.68915446007939,8
4,7.398133494199406,4
2,5.225359639212096,2
1,4.461687719019565,1
14,6.958514175477254,14
5,6.526099883129264,5
2,4.36632974203008,2
3,6.342284758205319,3
3,5.283319401207587,3
4,7.150031689849582,4
9,6.918068541086,9
5,5.7560630931902566,5
3,4.181056251971691,3
5,6.615350699776605,5
11,7.058430719865526,11
4,6.199339067245843,4
11,7.2268216794870845,11
12,7.643923793176651,12
4,5.476833569344104,4
2,4.572063161991,2
14,7.424680116928316,14
4,5.490300576577508,4
3,4.094758434476926,3
1,6.194768565265996,1
12,7.374143994312064,12
1,4.774400298103383,1
6,7.045304401476537,6
9,7.285787764049899,9
14,6.620100784233634,14
2,5.487627205236312,2
5,7.694464937722721,5
6,6.908952280529464,6
3,5.3656604472454035,3
9,7.678437346801226,9
2,4.247143136847528,2
1,6.33875342070026,1
5,4.120327574237447,5
12,7.789692770602465,12
6,6.549841077734206,6
